"cell","value_from","value_to","delta","pct","n_from","n_to"
"822777fffffffff",9.28252044233784,7.97951515735812,-1.30300528497973,-14.0371927330931,3267,1048
"822807fffffffff",23.1445954021134,18.9618812152384,-4.18271418687495,-18.0720989682672,1358,10445
"82280ffffffffff",18.3589565570546,17.6078704240582,-0.751086132996377,-4.09111558525784,1273,150
"82281ffffffffff",25.3211446217278,22.6238303173467,-2.69731430438111,-10.652418540616,1555,4426
"822827fffffffff",21.6232617705822,23.9366383818695,2.31337661128738,10.6985552680802,428,652
"822837fffffffff",26.839243846109,12.1246962566789,-14.7145475894302,-54.8247472015251,1368,97260
"8228c7fffffffff",27.3507423493732,25.759854275727,-1.59088807364625,-5.81661752841859,2148,58250
"8228cffffffffff",11.9255557738402,25.6691763322197,13.7436205583795,115.245115775043,13722,110633
"8228d7fffffffff",8.84695888592498,12.4756206314283,3.6286617455033,41.0159218810918,15046,28781
"8228dffffffffff",7.28448948239527,13.2813388035877,5.99684932119246,82.3235359963838,256665,438932
"8228e7fffffffff",22.2408392017207,14.0790987893219,-8.16174041239878,-36.6970883534256,1704,4719
"8228f7fffffffff",26.3305927171672,4.04379019350028,-22.2868025236669,-84.6422363638484,823,22980
"822907fffffffff",25.2725505158622,25.1274769017704,-0.145073614091793,-0.574036300771218,1940,2856
"822917fffffffff",21.5264305198101,20.5377195150449,-0.98871100476525,-4.59300952777735,10593,144023
"82291ffffffffff",25.0922750885208,17.9232579640543,-7.16901712446647,-28.5706142594704,2641,73064
"822927fffffffff",25.3073436264111,24.1355303823452,-1.17181324406585,-4.6303288933214,430,641
"822937fffffffff",24.8447712237143,24.7445357423255,-0.100235481388758,-0.403446988850045,2610,2954
"8229a7fffffffff",17.0345580978677,14.0134730055078,-3.02108509235984,-17.7350364770426,6650,106838
"8229affffffffff",22.8047057300079,24.8668514133195,2.06214568331162,9.04263228706398,1064,16312
"822a07fffffffff",25.236047704751,17.1713787785386,-8.06466892621242,-31.9569412000047,30536,23331
"822a17fffffffff",26.4922871655121,12.6548721672937,-13.8374149982184,-52.2318624729091,14316,29917
"822a1ffffffffff",27.2646965617953,11.2896300515975,-15.9750665101978,-58.5924969822804,12064,17099
"822a27fffffffff",19.364713187142,16.0952137061768,-3.26949948096511,-16.8838001852568,165034,259677
"822a2ffffffffff",21.8220461015883,12.5399125610845,-9.28213354050378,-42.5355784571832,212,395
"822a37fffffffff",24.9489537626306,24.074875587418,-0.874078175212645,-3.50346625164647,20544,22171
"822aaffffffffff",30.2520420633957,5.76837172617941,-24.4836703372163,-80.9322897472796,3557,131632
"822ab7fffffffff",15.9800108304206,8.95493581729174,-7.02507501312887,-43.9616411257711,1689,2346
"822ac7fffffffff",39.2396610722857,20.6172907484942,-18.6223703237915,-47.458030510218,3862,681
"822ad7fffffffff",34.274145437121,6.10567669043087,-28.1684687466901,-82.185765355894,13979,33190
"822adffffffffff",33.0839746256169,2.26462884196355,-30.8193457836534,-93.1549069675261,2249,5141
"822af7fffffffff",32.9474774494178,17.4669483685639,-15.4805290808539,-46.9854759127468,13881,26551
"822b07fffffffff",18.8908377297838,20.7462160496367,1.85537831985289,9.82157777432839,21739,59943
"822b0ffffffffff",16.782384324923,17.5794892109076,0.797104885984609,4.74965219811378,220008,208414
"822b17fffffffff",21.2974874284517,20.6932578516197,-0.604229576831987,-2.83709324333154,918,5134
"822b1ffffffffff",17.9415785480729,18.4752463680246,0.533667819951678,2.97447528667425,146833,156917
"822b27fffffffff",16.1778926886056,15.7155709907251,-0.462321697880435,-2.85773744936545,45307,49798
"822b2ffffffffff",15.9694609798333,18.3178058851489,2.34834490531553,14.7052233527549,244425,155520
