"cell","spue","effort","target","sdm","bin"
"850c404ffffffff",0.958333333333333,120,115,100,4
"850c4257fffffff",0.682926829268293,164,112,100,4
"850c4273fffffff",0.618,1000,618,100,4
"850c4477fffffff",0.666666666666667,33,22,100,4
"850c5397fffffff",1,164,164,100,5
"850c5e23fffffff",1,41,41,100,5
"85129077fffffff",1,53,53,100,5
"85129ba3fffffff",0.752851711026616,263,198,100,4
"85182343fffffff",0.0192307692307692,52,1,100,1
"851850a7fffffff",0,56,0,100,0
"85190897fffffff",0,108,0,100,0
"851908dbfffffff",0,37,0,100,0
"8519097bfffffff",0.0333333333333333,30,1,100,1
"85190ab3fffffff",0,48,0,100,0
"85195317fffffff",0,573,0,100,0
"8519556ffffffff",0.012987012987013,77,1,100,1
"85195607fffffff",0.0266666666666667,75,2,100,1
"851b8e8bfffffff",0,37,0,100,0
"85283123fffffff",0.575471698113208,106,61,100,4
"85283193fffffff",0.680851063829787,470,320,100,4
"8528342ffffffff",0.673469387755102,343,231,100,4
"8528351bfffffff",0.685714285714286,35,24,100,4
"8528c237fffffff",0.685714285714286,140,96,100,4
"8528c31bfffffff",0.886792452830189,53,47,100,4
"8528c33bfffffff",0.781818181818182,55,43,100,4
"85291a2bfffffff",0.494411571334648,1521,752,100,3
"85291a47fffffff",0.354838709677419,62,22,100,3
"85291b7bfffffff",0.327217125382263,327,107,100,3
"8529a48bfffffff",0.396551724137931,58,23,100,3
"852a3033fffffff",0.501412429378531,1416,710,100,3
"852a308ffffffff",0.378666666666667,375,142,100,3
"852b0953fffffff",0.032258064516129,31,1,100,1
"852b0b5bfffffff",0.0543478260869565,92,5,100,2
"852b0b6ffffffff",0,33,0,100,0
"852b3177fffffff",0.00589970501474926,339,2,100,1
"852b31b7fffffff",0.0666666666666667,30,2,100,2
"852b363bfffffff",0,30,0,100,0
"852b76b7fffffff",0.0232558139534884,43,1,100,1
"85490817fffffff",1,105,105,100,5
"855d101bfffffff",0.537993920972644,329,177,100,3
"855d10c7fffffff",0.0711111111111111,225,16,100,2
"855d13d3fffffff",0.0648648648648649,185,12,100,2
"855d1687fffffff",0.995188402174592,16003,15926,100,5
"85811673fffffff",1,307,307,100,5
"858116b3fffffff",1,39,39,100,5
"859d0397fffffff",1,30,30,100,5
"85b91453fffffff",0.0505050505050505,99,5,100,2
"85b9145bfffffff",0.031055900621118,161,5,100,1
"85b9336bfffffff",0.0144927536231884,69,1,100,1
"85bc49a7fffffff",0.995238095238095,210,209,100,5
"85be616bfffffff",0.0099009900990099,101,1,100,1
"85be6393fffffff",0.63855421686747,83,53,100,4
"85c32e63fffffff",0.0263157894736842,38,1,100,1
"85df312bfffffff",1,90,90,100,5
"85df31cbfffffff",0.940140845070423,568,534,100,4
"85df3563fffffff",0.982456140350877,171,168,100,5
"85192a7bfffffff",0,43,0,100,0
"85194dc7fffffff",0,385,0,100,0
"85197457fffffff",0,41,0,100,0
"851976a3fffffff",0,62,0,100,0
"8519084ffffffff",0,45,0,100,0
"85190e13fffffff",0,32,0,100,0
"85195aaffffffff",0,35,0,100,0
"851970c3fffffff",0,210,0,100,0
"8509b6b7fffffff",0,33,0,100,0
"85194487fffffff",0,43,0,100,0
"85194613fffffff",0,215,0,100,0
"857b99c3fffffff",0,73,0,100,0
"85184613fffffff",0,121,0,100,0
"85184ea7fffffff",0,44,0,100,0
"85192b3bfffffff",0,305,0,100,0
"853422d7fffffff",0,35,0,100,0
"85343417fffffff",0,40,0,100,0
"85346473fffffff",0,57,0,100,0
"85346b6bfffffff",0,80,0,100,0
"85447057fffffff",0,76,0,100,0
"8585a40ffffffff",0,37,0,100,0
"852ac693fffffff",0,48,0,100,0
"85440923fffffff",0,62,0,100,0
"85440967fffffff",0,82,0,100,0
"8544096bfffffff",0,41,0,100,0
"854409a7fffffff",0,95,0,100,0
"859451dbfffffff",0,979,0,100,0
"85c9b113fffffff",0,114,0,100,0
"85c9b1abfffffff",0,187,0,100,0
"852a023bfffffff",0,88,0,100,0
"852af183fffffff",0,65,0,100,0
"85bb2d2ffffffff",0,88,0,100,0
"85bb5077fffffff",0,388,0,100,0
"85186297fffffff",0,2158,0,100,0
"85c32e6ffffffff",0,30,0,100,0
"85448d2bfffffff",0,32,0,100,0
"8509b2d3fffffff",0,36,0,100,0
"85182d6ffffffff",0,67,0,100,0
"852a1e9bfffffff",0,48,0,100,0
"852b1bd3fffffff",0,80,0,100,0
"85464e8bfffffff",0,2883,0,100,0
"851871bbfffffff",0,41,0,100,0
"85195ba7fffffff",0,97,0,100,0
"8519092bfffffff",0,129,0,100,0
"85190bb7fffffff",0,118,0,100,0
"85df41a3fffffff",0,37,0,100,0
"85195917fffffff",0,50,0,100,0
"85099bcffffffff",0,92,0,100,0
"85184523fffffff",0,537,0,100,0
"8585b593fffffff",0,48,0,100,0
"85195907fffffff",0,32,0,100,0
"852ad143fffffff",0,68,0,100,0
"85187243fffffff",0,32,0,100,0
"85187343fffffff",0,31,0,100,0
"851873b7fffffff",0,37,0,100,0
"85194a0ffffffff",0,107,0,100,0
"852a02a3fffffff",0,61,0,100,0
"852af6b3fffffff",0,57,0,100,0
"8544d0dbfffffff",0,52,0,100,0
"8544d273fffffff",0,35,0,100,0
"85bb504ffffffff",0,673,0,100,0
"85bb506bfffffff",0,456,0,100,0
"85182087fffffff",0,53,0,100,0
"8518627bfffffff",0,50,0,100,0
"8544f2dbfffffff",0,85,0,100,0
"859ce477fffffff",0,30,0,100,0
"85194eaffffffff",0,34,0,100,0
"85a8a037fffffff",0,210,0,100,0
"851f2563fffffff",0,98,0,100,0
"851f256ffffffff",0,1205,0,100,0
"851f258ffffffff",0,129,0,100,0
"851862a3fffffff",0,40,0,100,0
"850c10a7fffffff",0,64,0,100,0
"85446cd7fffffff",0,32,0,100,0
"8544e427fffffff",0,92,0,100,0
"851862bbfffffff",0,617,0,100,0
"8544f36bfffffff",0,322,0,100,0
"8554365bfffffff",0,58,0,100,0
"85012b8ffffffff",0.466666666666667,30,14,100,3
"850130a3fffffff",0.08,50,4,100,2
"85015173fffffff",0.106382978723404,47,5,100,2
"8501554bfffffff",0.0810810810810811,37,3,100,2
"850155dbfffffff",0.0857142857142857,35,3,100,2
"8501768bfffffff",0.333333333333333,30,10,100,3
"85094a53fffffff",0.0487804878048781,41,2,100,2
"8509a40ffffffff",0.0465116279069767,215,10,100,2
"8509a5affffffff",0,47,0,100,0
"8517567bfffffff",0.906976744186046,43,39,100,4
"8518019bfffffff",0.0555555555555556,36,2,100,2
"85184567fffffff",0,214,0,100,0
"8518469bfffffff",0,319,0,100,0
"851846a3fffffff",0,32,0,100,0
"85184c37fffffff",0,364,0,100,0
"851876a7fffffff",0.0298701298701299,770,23,100,1
"85192923fffffff",0.00574712643678161,174,1,100,1
"8519293bfffffff",0.00495049504950495,202,1,100,1
"85194ea3fffffff",0,164,0,100,0
"851976bbfffffff",0.00324149108589951,6787,22,100,1
"8528d95bfffffff",0.982758620689655,58,57,100,5
"8528dc97fffffff",0.775862068965517,348,270,100,4
"8528f187fffffff",0.470588235294118,34,16,100,3
"852a11c3fffffff",0.0133333333333333,75,1,100,1
"852a1587fffffff",0.637268847795164,703,448,100,4
"852a1597fffffff",0.442622950819672,61,27,100,3
"852a15b3fffffff",0.109983079526227,591,65,100,2
"852a15b7fffffff",0.0961538461538462,208,20,100,2
"852a1a37fffffff",0.0909090909090909,44,4,100,2
"852a1aa3fffffff",0.0555555555555556,36,2,100,2
"852a350bfffffff",0.0543478260869565,184,10,100,2
"852a351bfffffff",0.0878378378378378,148,13,100,2
"852a3567fffffff",0.0917431192660551,109,10,100,2
"852a3587fffffff",0.186046511627907,43,8,100,3
"852a358ffffffff",0.11063829787234,235,26,100,2
"852a35affffffff",0.04,100,4,100,2
"852a35c7fffffff",0.07,200,14,100,2
"852a35cffffffff",0.0927835051546392,194,18,100,2
"852aa9a3fffffff",0.0338983050847458,59,2,100,1
"852aad3bfffffff",0.00348837209302326,860,3,100,1
"852b1807fffffff",0.0275229357798165,109,3,100,1
"852b187bfffffff",0.109756097560976,82,9,100,2
"852b18abfffffff",0.0476190476190476,126,6,100,2
"852b1b4bfffffff",0.0952380952380952,63,6,100,2
"85342283fffffff",0,56,0,100,0
"8534261bfffffff",0,173,0,100,0
"85342643fffffff",0.00881704628949302,1361,12,100,1
"8534264bfffffff",0,200,0,100,0
"85342673fffffff",0.0127974156675157,16097,206,100,1
"853434dbfffffff",0.0130932896890344,1222,16,100,1
"85346607fffffff",0.0169491525423729,59,1,100,1
"85464867fffffff",0.863013698630137,803,693,100,4
"85464ba7fffffff",0.181818181818182,55,10,100,3
"85a59233fffffff",1,38,38,100,5
"85a59687fffffff",1,182,182,100,5
"85a6103bfffffff",0.956521739130435,46,44,100,4
"85ad3687fffffff",0.937888198757764,322,302,100,4
"85b31967fffffff",1,31,31,100,5
"85bb5ecffffffff",0.0606060606060606,33,2,100,2
"85be1d03fffffff",0.997173144876325,1415,1411,100,5
"85be1dbbfffffff",0.09375,32,3,100,2
"85be2923fffffff",0.975133214920071,1126,1098,100,5
"85be2967fffffff",0.921052631578947,38,35,100,4
"85bf4c87fffffff",0.8,170,136,100,4
"85bf4e0bfffffff",0.909090909090909,55,50,100,4
"85bf4e7bfffffff",1,143,143,100,5
"85bf59c3fffffff",1,33,33,100,5
"85bf5b3bfffffff",0.9,30,27,100,4
"85de8247fffffff",0,74,0,100,0
"85de93b7fffffff",0,40,0,100,0
"85de942ffffffff",0.032258064516129,62,2,100,1
"85de9cd7fffffff",0,32,0,100,0
"85df0493fffffff",0.266666666666667,30,8,100,3
"85df0603fffffff",0.842105263157895,38,32,100,4
"85df0643fffffff",0.988235294117647,85,84,100,5
"85df0657fffffff",1,113,113,100,5
"85df06d7fffffff",0.517241379310345,58,30,100,3
"85df11cbfffffff",0.222222222222222,36,8,100,3
"85e836cffffffff",1,38,38,100,5
"85e88243fffffff",1,42,42,100,5
"85e89123fffffff",0.9375,32,30,100,4
"85e8918ffffffff",1,43,43,100,5
"85e89997fffffff",1,43,43,100,5
"85e89b73fffffff",1,189,189,100,5
"85e89c37fffffff",1,61,61,100,5
"85e89c9bfffffff",0.96551724137931,58,56,100,5
"85e89ccbfffffff",0.801652892561983,121,97,100,4
"8512820bfffffff",0.980952380952381,105,103,100,5
"85180c9bfffffff",0.0555555555555556,450,25,100,2
"85180ccffffffff",0.220779220779221,77,17,100,3
"85182bd3fffffff",0.0277777777777778,72,2,100,1
"8518709bfffffff",0.00290697674418605,1032,3,100,1
"851870c7fffffff",0.0606060606060606,66,4,100,2
"85190867fffffff",0.00816326530612245,245,2,100,1
"8519414bfffffff",0,70,0,100,0
"851b8167fffffff",0.0333333333333333,30,1,100,1
"85280063fffffff",0.5,42,21,100,3
"85283083fffffff",0.238805970149254,67,16,100,3
"852830a7fffffff",0.142857142857143,42,6,100,3
"85283107fffffff",0.333333333333333,48,16,100,3
"85291243fffffff",0.162790697674419,43,7,100,3
"8529125bfffffff",0.181818181818182,33,6,100,3
"852912a7fffffff",0.0434782608695652,69,3,100,2
"85291363fffffff",0.358974358974359,39,14,100,3
"8529164ffffffff",0,32,0,100,0
"852a0483fffffff",0.295983086680761,473,140,100,3
"852a0573fffffff",0,31,0,100,0
"852a1c1bfffffff",0.0317460317460317,63,2,100,1
"852a2073fffffff",0.108108108108108,37,4,100,2
"852a2097fffffff",0.257142857142857,35,9,100,3
"852a20a3fffffff",0.0285714285714286,35,1,100,1
"852a2117fffffff",0.0263157894736842,38,1,100,1
"852ad517fffffff",0.0181818181818182,55,1,100,1
"852b1babfffffff",0.0975609756097561,82,8,100,2
"852b1c23fffffff",0.280254777070064,157,44,100,3
"852b1c2ffffffff",0.368848025959978,1849,682,100,3
"852b1d4ffffffff",0.33132859486058,1829,606,100,3
"852b1d53fffffff",0.0941176470588235,340,32,100,2
"852b1d57fffffff",0.167123287671233,365,61,100,3
"852b2307fffffff",0,48,0,100,0
"852b23abfffffff",0.0810810810810811,37,3,100,2
"85351a23fffffff",0.0337078651685393,89,3,100,1
"85351a73fffffff",0,112,0,100,0
"85351b53fffffff",0,200,0,100,0
"85351b67fffffff",0,43,0,100,0
"85351b6ffffffff",0,30,0,100,0
"8535a84bfffffff",0,36,0,100,0
"8535a90ffffffff",0,116,0,100,0
"8535a9abfffffff",0.00832342449464923,841,7,100,1
"85464e43fffffff",0.722741433021807,321,232,100,4
"85464ecbfffffff",0.00036473055530227,21934,8,100,1
"85482827fffffff",0.532258064516129,62,33,100,3
"856d7463fffffff",1,126,126,100,5
"85a8b5bbfffffff",0.794117647058823,34,27,100,4
"85baf4cffffffff",1,34,34,100,5
"85bcf607fffffff",0.99476165531692,1909,1899,100,5
"85be6ea7fffffff",0.018018018018018,333,6,100,1
"85be76c3fffffff",0.912698412698413,126,115,100,4
"85be8877fffffff",0.949664429530201,298,283,100,4
"85be8a27fffffff",0.998273310310804,4054,4047,100,5
"85c98473fffffff",0.00196850393700787,508,1,100,1
"85c98683fffffff",0.925925925925926,189,175,100,4
"85c99e83fffffff",1,105,105,100,5
"85d89253fffffff",0,316,0,100,0
"85e45e6bfffffff",0.171428571428571,35,6,100,3
"85010d97fffffff",0.10062893081761,159,16,100,2
"85010da3fffffff",0.211538461538462,52,11,100,3
"8509a097fffffff",0.03584229390681,279,10,100,1
"850cdd33fffffff",0.962085308056872,211,203,100,5
"850cdd77fffffff",1,35,35,100,5
"850ced73fffffff",0.560975609756098,41,23,100,4
"8512b463fffffff",0.23728813559322,59,14,100,3
"8513932ffffffff",0.828846153846154,520,431,100,4
"85139a73fffffff",0.915458937198068,414,379,100,4
"85139e1bfffffff",0.6625,160,106,100,4
"85139e5bfffffff",0.861650485436893,412,355,100,4
"851602dbfffffff",0.974358974358974,39,38,100,5
"851608c3fffffff",1,55,55,100,5
"85182807fffffff",0.186915887850467,107,20,100,3
"85182973fffffff",0,47,0,100,0
"851829cffffffff",0,183,0,100,0
"85190c8bfffffff",0.008,250,2,100,1
"85190ccffffffff",0.0232558139534884,215,5,100,1
"85190cd3fffffff",0,70,0,100,0
"85190e03fffffff",0,30,0,100,0
"851a9473fffffff",0.578947368421053,38,22,100,4
"851a96bbfffffff",0.03125,32,1,100,1
"851aa013fffffff",0.866666666666667,45,39,100,4
"851aa06ffffffff",0.995313964386129,2134,2124,100,5
"851aa0d7fffffff",0.877777777777778,90,79,100,4
"851aa46ffffffff",0.921739130434783,115,106,100,4
"8528d12ffffffff",0.283387622149837,614,174,100,3
"8528d1c3fffffff",0.108108108108108,37,4,100,2
"8528d56ffffffff",0.134146341463415,82,11,100,3
"8529a52ffffffff",0.32,50,16,100,3
"8529a553fffffff",0.617021276595745,94,58,100,4
"8529a5affffffff",0.0303030303030303,66,2,100,1
"8529a5cbfffffff",0.2,40,8,100,3
"8529a5dbfffffff",0.203703703703704,54,11,100,3
"852a004bfffffff",0.036,250,9,100,2
"852a0213fffffff",0.21608040201005,199,43,100,3
"852a0217fffffff",0.129533678756477,193,25,100,2
"852a0283fffffff",0.258064516129032,248,64,100,3
"852a02bbfffffff",0.214285714285714,98,21,100,3
"852a2293fffffff",0.233183856502242,223,52,100,3
"852a22cbfffffff",0.0467289719626168,214,10,100,2
"852a2393fffffff",0.363636363636364,33,12,100,3
"852a239bfffffff",0.491803278688525,61,30,100,3
"852a24c7fffffff",0.0571428571428571,35,2,100,2
"852a25c3fffffff",0.0104166666666667,96,1,100,1
"852af0dbfffffff",0.51993620414673,627,326,100,3
"852af117fffffff",0.00701754385964912,285,2,100,1
"852af1d7fffffff",0,58,0,100,0
"852af487fffffff",0.193548387096774,31,6,100,3
"852af4a7fffffff",0.0198675496688742,151,3,100,1
"852af4affffffff",0.0590405904059041,271,16,100,2
"852af4cbfffffff",0.0571428571428571,35,2,100,2
"85484babfffffff",0,30,0,100,0
"854858d3fffffff",0,80,0,100,0
"854f49b3fffffff",0.0625,32,2,100,2
"859badcbfffffff",0.96969696969697,33,32,100,5
"85ad3213fffffff",0.0625,32,2,100,2
"85bea827fffffff",0.997797356828194,908,906,100,5
"85e1a483fffffff",0.0857142857142857,35,3,100,2
"85e40197fffffff",0.212121212121212,33,7,100,3
"85072227fffffff",0.0238095238095238,42,1,100,1
"8507235bfffffff",0.0294117647058824,68,2,100,1
"8507465bfffffff",0.956255468066492,1143,1093,100,4
"85074a0bfffffff",0,47,0,100,0
"85075d0ffffffff",0.032258064516129,31,1,100,1
"850c405bfffffff",0.954954954954955,111,106,100,4
"850c447bfffffff",0.961038961038961,154,148,100,4
"850c514bfffffff",1,44,44,100,5
"8512902bfffffff",1,85,85,100,5
"85190913fffffff",0,31,0,100,0
"85190c0ffffffff",0,1270,0,100,0
"85190c57fffffff",0.00459770114942529,435,2,100,1
"85190c63fffffff",0.0333333333333333,300,10,100,1
"851946dbfffffff",0.0102827763496144,389,4,100,1
"85195423fffffff",0,312,0,100,0
"85195567fffffff",0,71,0,100,0
"85196823fffffff",0.0857142857142857,105,9,100,2
"851b999bfffffff",0.909090909090909,33,30,100,4
"85283487fffffff",0.622641509433962,53,33,100,4
"85283493fffffff",0.739495798319328,119,88,100,4
"852834abfffffff",0.601351351351351,148,89,100,4
"852834d3fffffff",0.871900826446281,1694,1477,100,4
"85283553fffffff",0.848797250859107,291,247,100,4
"852835cbfffffff",0.656652360515021,233,153,100,4
"8528c06ffffffff",0.032258064516129,31,1,100,1
"8528c26bfffffff",0.985901309164149,993,979,100,5
"8528c34ffffffff",0.751898734177215,790,594,100,4
"8529a19bfffffff",0.375,40,15,100,3
"852a30a7fffffff",0.382352941176471,1734,663,100,3
"852a3137fffffff",0.34375,32,11,100,3
"852a31c7fffffff",0.552217453505007,699,386,100,4
"852a34a3fffffff",0.2,90,18,100,3
"852b0a2bfffffff",0.171875,64,11,100,3
"852b0b83fffffff",0.0285714285714286,35,1,100,1
"852b0bcbfffffff",0.141176470588235,85,12,100,3
"852b312ffffffff",0,33,0,100,0
"85490807fffffff",1,323,323,100,5
"8549a887fffffff",1,48,48,100,5
"855d1047fffffff",0.834106728538283,862,719,100,4
"855d105bfffffff",0.0294117647058824,34,1,100,1
"855d107bfffffff",0.426630434782609,368,157,100,3
"8581160bfffffff",1,117,117,100,5
"85823317fffffff",1,70,70,100,5
"858f2a0bfffffff",0.970588235294118,34,33,100,5
"858f2a8bfffffff",1,35,35,100,5
"858f2e6ffffffff",0.991596638655462,119,118,100,5
"85a6a293fffffff",1,72,72,100,5
"85b82263fffffff",0.0271604938271605,405,11,100,1
"85b91433fffffff",0.113207547169811,53,6,100,2
"85b914abfffffff",0.0123456790123457,81,1,100,1
"85b914c7fffffff",0.032258064516129,31,1,100,1
"85be60cffffffff",0.0222222222222222,45,1,100,1
"85be63bbfffffff",0.202380952380952,84,17,100,3
"85be6943fffffff",0.142857142857143,49,7,100,3
"85c32ba7fffffff",0.0298507462686567,67,2,100,1
"85df1417fffffff",0.72972972972973,37,27,100,4
"85df14affffffff",0.9375,48,45,100,4
"85df14b3fffffff",0.636363636363636,33,21,100,4
"85df1c03fffffff",1,48,48,100,5
"85df30b3fffffff",0.943396226415094,848,800,100,4
"85df3143fffffff",0.594594594594595,111,66,100,4
"85df316ffffffff",0.323809523809524,105,34,100,3
"85df31c7fffffff",0.924882629107981,213,197,100,4
"85df31d7fffffff",0.982352941176471,170,167,100,5
"85df3533fffffff",1,346,346,100,5
"85df3537fffffff",1,66,66,100,5
"85df8143fffffff",1,39,39,100,5
"85eda34ffffffff",1,35,35,100,5
"8544b51bfffffff",0,16131,0,100,0
"8519297bfffffff",0,56,0,100,0
"851929abfffffff",0,39,0,100,0
"851929bbfffffff",0,30,0,100,0
"851940cffffffff",0,57,0,100,0
"85196b43fffffff",0,149,0,100,0
"85194b97fffffff",0,74,0,100,0
"85197123fffffff",0,31,0,100,0
"85190bbbfffffff",0,38,0,100,0
"851946a7fffffff",0,39,0,100,0
"8539337bfffffff",0,33,0,100,0
"852b0d2ffffffff",0,33,0,100,0
"859c58cbfffffff",0,33,0,100,0
"85440937fffffff",0,30,0,100,0
"859442a3fffffff",0,1257,0,100,0
"859442b3fffffff",0,57,0,100,0
"85c9809bfffffff",0,104,0,100,0
"85c9841bfffffff",0,242,0,100,0
"852a022ffffffff",0,65,0,100,0
"85190bb3fffffff",0,47,0,100,0
"855d1473fffffff",0,34,0,100,0
"85b91543fffffff",0,46,0,100,0
"85da188bfffffff",0,519,0,100,0
"851845cbfffffff",0,158,0,100,0
"85192b17fffffff",0,71,0,100,0
"85182da7fffffff",0,4421,0,100,0
"851951c7fffffff",0,62,0,100,0
"851956d7fffffff",0,87,0,100,0
"852ad16bfffffff",0,44,0,100,0
"85195a4bfffffff",0,110,0,100,0
"8519093bfffffff",0,85,0,100,0
"85195303fffffff",0,65,0,100,0
"85344cabfffffff",0,34,0,100,0
"85184577fffffff",0,106,0,100,0
"85186a1bfffffff",0,64,0,100,0
"854858dbfffffff",0,35,0,100,0
"85bb504bfffffff",0,66,0,100,0
"85bb5063fffffff",0,704,0,100,0
"85194803fffffff",0,44,0,100,0
"85da7323fffffff",0,107,0,100,0
"852ad5bbfffffff",0,64,0,100,0
"85945c87fffffff",0,63,0,100,0
"851f21d7fffffff",0,1039,0,100,0
"851f32c3fffffff",0,154,0,100,0
"85195e4ffffffff",0,65,0,100,0
"851f2507fffffff",0,89,0,100,0
"851f2567fffffff",0,289,0,100,0
"850da82ffffffff",0,64,0,100,0
"852aa9b3fffffff",0,57,0,100,0
"8544a18ffffffff",0,35,0,100,0
"85441e3bfffffff",0,72,0,100,0
"8544d00ffffffff",0,235,0,100,0
"85017617fffffff",0.235294117647059,34,8,100,3
"8509a40bfffffff",0.0704225352112676,71,5,100,2
"8509a43bfffffff",0.129032258064516,31,4,100,2
"8509a50ffffffff",0.027027027027027,37,1,100,1
"8509a6b7fffffff",0.00817700817700818,2079,17,100,1
"85180127fffffff",0.0142857142857143,70,1,100,1
"851801cffffffff",0.360655737704918,122,44,100,3
"85180577fffffff",0.010989010989011,182,2,100,1
"85184333fffffff",0,31,0,100,0
"85184437fffffff",0,55,0,100,0
"85184463fffffff",0,190,0,100,0
"8518468bfffffff",0,126,0,100,0
"85192883fffffff",0.0105820105820106,189,2,100,1
"85192897fffffff",0,39,0,100,0
"85192ba3fffffff",0.0263157894736842,76,2,100,1
"85197317fffffff",0,31,0,100,0
"85197383fffffff",0.0113314447592068,706,8,100,1
"8519768ffffffff",0.0206422018348624,436,9,100,1
"851ab52ffffffff",0.0526315789473684,646,34,100,2
"8528de93fffffff",0.837837837837838,37,31,100,4
"852a1143fffffff",0.0363636363636364,55,2,100,2
"852a118ffffffff",0.111111111111111,54,6,100,2
"852a11a3fffffff",0.01171875,256,3,100,1
"852a11d7fffffff",0,61,0,100,0
"852a152bfffffff",0.0487804878048781,41,2,100,2
"852a152ffffffff",0.111111111111111,54,6,100,2
"852a15a7fffffff",0.0100502512562814,199,2,100,1
"852a18c3fffffff",0,115,0,100,0
"852a18dbfffffff",0.0166666666666667,60,1,100,1
"852a353bfffffff",0.0454545454545455,132,6,100,2
"852a3543fffffff",0.0686274509803922,102,7,100,2
"852a357bfffffff",0.22289156626506,166,37,100,3
"852a35b7fffffff",0.315789473684211,38,12,100,3
"852aad37fffffff",0.0819672131147541,61,5,100,2
"852b0d6bfffffff",0.119047619047619,42,5,100,2
"852b167bfffffff",0.47093023255814,172,81,100,3
"852b182bfffffff",0.336633663366337,303,102,100,3
"852b1913fffffff",0.290322580645161,31,9,100,3
"852b196bfffffff",0.0357142857142857,56,2,100,1
"852b19bbfffffff",0.45,160,72,100,3
"852b1b4ffffffff",0.104477611940299,67,7,100,2
"8534260ffffffff",0.00354394491697043,9876,35,100,1
"8534263bfffffff",0.00638436482084691,7675,49,100,1
"85343413fffffff",0.00982318271119843,509,5,100,1
"8534341bfffffff",0.0012853470437018,3890,5,100,1
"853434cbfffffff",0.0162613981762918,6580,107,100,1
"853435b7fffffff",0,65,0,100,0
"853436abfffffff",0,30,0,100,0
"85346637fffffff",0,61,0,100,0
"85464163fffffff",0,16221,0,100,0
"854a26dbfffffff",1,768,768,100,5
"854b1ba3fffffff",1,35,35,100,5
"855d16a3fffffff",0.980281690140845,710,696,100,5
"855d16bbfffffff",0.931645569620253,395,368,100,4
"855d16c7fffffff",0.00813008130081301,123,1,100,1
"856d1593fffffff",1,63,63,100,5
"8594ac6ffffffff",0.939393939393939,33,31,100,4
"85a2542ffffffff",0.921052631578947,38,35,100,4
"85a59207fffffff",1,287,287,100,5
"85a6049bfffffff",1,45,45,100,5
"85a61063fffffff",1,155,155,100,5
"85ad3607fffffff",0.986928104575163,459,453,100,5
"85de82abfffffff",0.0263157894736842,38,1,100,1
"85de91cffffffff",0,87,0,100,0
"85e8820ffffffff",1,32,32,100,5
"85e8826bfffffff",0.956521739130435,69,66,100,4
"85e89127fffffff",0.836363636363636,55,46,100,4
"85e8919bfffffff",0.942857142857143,35,33,100,4
"85e89533fffffff",1,52,52,100,5
"85e89b03fffffff",1,50,50,100,5
"85e89b2ffffffff",1,103,103,100,5
"85e89b8bfffffff",0.988372093023256,86,85,100,5
"85e89ba3fffffff",0.866666666666667,45,39,100,4
"85e89c6bfffffff",0.925925925925926,54,50,100,4
"85e89c8ffffffff",0.970588235294118,34,33,100,5
"85ea2c53fffffff",1,31,31,100,5
"85182d93fffffff",0.0135135135135135,74,1,100,1
"85186a03fffffff",0,88,0,100,0
"85186a57fffffff",0,234,0,100,0
"8518717bfffffff",0,148,0,100,0
"85190097fffffff",0,40,0,100,0
"85195047fffffff",0.0110935023771791,631,7,100,1
"85195077fffffff",0,359,0,100,0
"851950cbfffffff",0.0101010101010101,99,1,100,1
"85195107fffffff",0,100,0,100,0
"85195203fffffff",0.00980392156862745,102,1,100,1
"85195a43fffffff",0.0102040816326531,98,1,100,1
"851b8317fffffff",0.787878787878788,66,52,100,4
"85280047fffffff",0.0217391304347826,46,1,100,1
"852803cffffffff",0.0303030303030303,33,1,100,1
"852818b7fffffff",0.205882352941176,34,7,100,3
"8529122bfffffff",0.90279114533205,1039,938,100,4
"8529122ffffffff",0.402631578947368,380,153,100,3
"85291237fffffff",0.473196558570483,1511,715,100,3
"85291333fffffff",0.111111111111111,36,4,100,2
"852913c7fffffff",0.120967741935484,372,45,100,2
"85291657fffffff",0.0980392156862745,51,5,100,2
"852a0403fffffff",0.290322580645161,62,18,100,3
"852a042ffffffff",0.0666666666666667,30,2,100,2
"852a0623fffffff",0.222222222222222,45,10,100,3
"852a06cffffffff",0.141414141414141,99,14,100,3
"852a1023fffffff",0.19811320754717,106,21,100,3
"852a111bfffffff",0,31,0,100,0
"852a1c13fffffff",0,37,0,100,0
"852a1c53fffffff",0.0236220472440945,127,3,100,1
"852a1c63fffffff",0.015625,64,1,100,1
"852a1c8ffffffff",0,269,0,100,0
"852a1cc3fffffff",0.036036036036036,222,8,100,2
"852a1eb7fffffff",0.109375,64,7,100,2
"852a20b3fffffff",0.21875,32,7,100,3
"852a2147fffffff",0.0612244897959184,49,3,100,2
"852a2203fffffff",0.190600522193211,383,73,100,3
"852a2233fffffff",0.521739130434783,253,132,100,3
"852b1ba3fffffff",0.105263157894737,57,6,100,2
"852b1bcbfffffff",0.010752688172043,93,1,100,1
"852b1d47fffffff",0.164855072463768,552,91,100,3
"852b1dcffffffff",0.293785310734463,177,52,100,3
"85351a4ffffffff",0,53,0,100,0
"85351a67fffffff",0.00558659217877095,358,2,100,1
"85351b0bfffffff",0.0212765957446809,47,1,100,1
"85351b77fffffff",0,64,0,100,0
"8535a917fffffff",0,100,0,100,0
"8535a947fffffff",0,31,0,100,0
"85464e5bfffffff",0.457831325301205,166,76,100,3
"85464ec3fffffff",7.55267994259963e-05,79442,6,100,1
